m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,form_7_type,curr_ratio,non_perform_asset_tot_loan,loan_loss_reserve,lterm_debt_cap,tot_debt_tot_equity,gross_margin,oper_profit_margin,ebit_margin,ebitda_margin,pretax_profit_margin,profit_margin,free_cash_flow,loss_ratio,exp_ratio,comb_ratio,asset_turn,invty_turn,rcv_turn,day_sale_rcv,ret_equity,ret_tang_equity,ret_asset,ret_invst,free_cash_flow_per_share,book_val_per_share,oper_cash_flow_per_share
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2011-09-30,A,,2011,4,2011,3,7,1.6084,,,,,40.4789,31.2151,31.2151,32.8908,31.5985,23.9466,33269.0,,,,0.9302,83.0296,9.2386,39.508,33.8341,35.9115,22.2753,33.8341,5.0742,11.778,5.7239
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2012-09-30,A,,2012,4,2012,3,7,1.4958,,,,,43.8712,35.296,35.296,37.3898,35.6295,26.6651,42561.0,,,,0.8889,111.0569,8.373,43.5925,35.3041,36.9806,23.7033,35.3041,6.4316,17.9802,7.6851
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2013-09-30,A,,2013,4,2013,3,7,1.6786,,,0.1207,0.1373,37.6245,28.6695,28.6695,32.623,29.3459,21.6705,45501.0,,,,0.8257,60.4342,8.2801,44.0815,29.9776,31.4425,17.8923,26.3592,6.9769,19.6281,8.2289
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2014-09-30,A,,2014,4,2014,3,7,1.0801,,,0.2063,0.3164,38.588,28.7223,28.7223,33.0693,29.2585,21.6144,50142.0,,,,0.7885,53.1776,6.7157,54.3501,35.4201,38.438,17.042,28.1142,8.1896,19.0153,9.7528
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2015-09-30,A,,2015,4,2015,3,7,1.1088,,,0.3088,0.539,40.0599,30.4773,30.4773,35.2938,31.0271,22.8458,70019.0,,,,0.805,59.6377,7.7024,47.3876,44.7355,48.3878,18.3899,30.9201,12.0867,21.3946,14.0281
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2016-09-30,A,,2016,4,2016,3,7,1.3527,,,0.3703,0.6786,39.076,27.8354,27.8354,32.707,28.4605,21.1868,53090.0,,,,0.6703,61.621,7.3599,49.5928,35.6237,38.1906,14.2024,22.4312,9.6522,24.0339,11.9674
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2017-09-30,A,,2017,4,2017,3,7,1.2761,,,0.4203,0.863,38.4699,26.7604,26.7604,31.1913,27.9579,21.0924,51147.0,,,,0.6108,29.0521,6.426,56.8007,36.0702,38.3641,12.8826,20.9082,9.7391,26.1494,12.11
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2011-03-31,Q,,2011,2,2011,1,7,1.9319,,,,,41.4238,31.9212,31.9212,,32.0266,24.2713,14154.0,,,,0.2599,15.5366,2.2233,40.4812,9.7386,9.9404,6.3085,9.7386,2.1604,9.4979,2.4409
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2011-06-30,Q,,2011,3,2011,2,7,1.7461,,,,,41.7276,32.827,32.827,,33.429,25.5784,24485.0,,,,0.2676,18.7278,2.4907,36.1342,10.5389,10.8374,6.8454,10.5389,3.7298,10.6873,4.1282
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2011-09-30,Q,,2011,4,2011,3,7,1.6084,,,,,40.2547,30.8101,30.8101,,31.0966,23.4277,33269.0,,,,0.2429,21.7655,2.4127,37.3021,8.6445,9.1753,5.6913,8.6445,5.0742,11.778,5.7239
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2011-12-31,Q,,2012,1,2011,4,7,1.5827,,,,,44.6831,37.4247,37.4247,,37.7204,28.1959,16233.0,,,,0.3341,20.7363,2.8108,32.0195,14.5069,15.2464,9.4202,14.5069,2.4629,13.8003,2.6633
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2012-03-31,Q,,2012,2,2012,1,7,1.583,,,,,47.3741,39.2589,39.2589,,39.6366,29.6586,28753.0,,,,0.2596,18.7133,2.846,31.6238,11.3388,11.8892,7.7001,11.3388,4.3471,15.6608,4.7671
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2012-06-30,Q,,2012,3,2012,2,7,1.5712,,,,,42.8119,33.044,33.044,,33.8663,25.1949,36886.0,,,,0.215,17.8512,2.4495,36.7421,7.8965,8.3022,5.417,7.8965,5.564,17.0322,6.2932
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2012-09-30,Q,,2012,4,2012,3,7,1.4958,,,,,40.0406,30.4287,30.4287,,30.2869,22.8633,42561.0,,,,0.2043,27.263,1.9241,46.7742,6.9563,7.2866,4.6705,6.9563,6.4316,17.9802,7.6851
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2012-12-31,Q,,2013,1,2012,4,7,1.5433,,,,,38.6337,31.571,31.571,,32.4186,23.9911,21109.0,,,,0.278,22.9911,2.5314,35.5529,10.2697,10.7635,6.6695,10.2697,3.1836,19.3747,3.5331
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2013-03-31,Q,,2013,2,2013,1,7,1.7837,,,,,37.4951,28.8008,28.8008,,29.5966,21.8953,31605.0,,,,0.2239,21.8908,3.2696,27.5266,7.0463,7.3464,4.9024,7.0463,4.7726,20.5891,5.4257
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2013-06-30,Q,,2013,3,2013,2,7,1.8783,,,0.1209,0.1375,36.8712,26.0482,26.0482,,26.7106,19.534,37548.0,,,,0.1767,13.1403,2.6257,34.2771,5.5937,5.8734,3.4525,4.9176,5.8035,19.3981,6.7634
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2013-09-30,Q,,2013,4,2013,3,7,1.6786,,,0.1207,0.1373,37.017,26.7667,26.7667,,27.0682,20.047,45501.0,,,,0.181,13.3793,1.8154,49.5754,6.0802,6.3773,3.629,5.3463,6.9769,19.6281,8.2289
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2013-12-31,Q,,2014,1,2013,4,7,1.4943,,,0.1157,0.1308,37.931,30.3209,30.3209,,30.748,22.6968,20685.0,,,,0.2558,16.8464,2.2857,39.376,10.0799,10.5797,5.805,8.914,3.278,20.759,3.5926
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2014-03-31,Q,,2014,2,2014,1,7,1.6326,,,0.1237,0.1411,39.3178,29.7792,29.7792,,30.2721,22.3963,32841.0,,,,0.2216,15.1443,2.8853,31.1922,8.5065,8.9522,4.9629,7.4544,5.3342,19.9229,5.8811
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2014-06-30,Q,,2014,3,2014,2,7,1.4706,,,0.1936,0.2567,39.3647,27.4685,27.4685,,28.0081,20.6989,40718.0,,,,0.1682,14.239,2.2227,40.4918,6.4065,6.7492,3.4819,5.1664,6.7283,20.1931,7.6777
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2014-09-30,Q,,2014,4,2014,3,7,1.0801,,,0.2063,0.3164,38.0054,26.5057,26.5057,,27.2345,20.1007,50142.0,,,,0.1817,12.3704,1.5476,58.1561,7.5905,8.2373,3.6521,6.0249,8.1896,19.0153,9.7528
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2014-12-31,Q,,2015,1,2014,4,7,1.133,,,0.2086,0.2952,39.8678,32.5018,32.5018,,32.7297,24.1612,30505.0,,,,0.2848,19.6487,2.4886,36.1646,14.6147,15.765,6.8822,11.5663,5.1863,21.167,5.7333
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2015-03-31,Q,,2015,2,2015,1,7,1.156,,,0.237,0.3401,40.7792,31.5084,31.5084,,32.0014,23.3908,47217.0,,,,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,8.0922,22.388,9.0496
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2015-06-30,Q,,2015,3,2015,2,7,1.0868,,,0.2739,0.433,39.6754,28.3903,28.3903,,29.1765,21.524,60162.0,,,,0.1816,14.6543,2.4918,36.1179,8.4956,9.137,3.9088,6.1683,10.4211,22.0277,11.7426
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2015-09-30,Q,,2015,4,2015,3,7,1.1088,,,0.3088,0.539,39.8983,28.3936,28.3936,,29.246,21.5996,70019.0,,,,0.1774,13.1771,1.6973,53.0256,9.3201,10.081,3.8313,6.4418,12.0867,21.3946,14.0281
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2015-12-31,Q,,2016,1,2015,4,7,1.0017,,,0.2932,0.4909,40.0978,31.8576,31.8576,,32.3874,24.2,23851.0,,,,0.2587,18.543,3.0816,29.2056,14.3147,15.4112,6.2605,10.1179,4.2636,23.1342,4.9093
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2016-03-31,Q,,2016,2,2016,1,7,1.2831,,,0.3472,0.6122,39.4031,27.6658,27.6658,,27.9724,20.8003,33116.0,,,,0.1656,13.431,2.5503,35.2901,8.0609,8.6648,3.4447,5.2624,5.9767,23.8128,7.0501
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2016-06-30,Q,,2016,3,2016,2,7,1.3116,,,0.3527,0.6712,38.0235,23.8562,23.8562,,24.7155,18.405,40941.0,,,,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,7.4808,23.4639,9.0809
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2016-09-30,Q,,2016,4,2016,3,7,1.3527,,,0.3703,0.6786,38.0197,25.1025,25.1025,,26.0138,19.2393,53090.0,,,,0.1456,13.6205,1.5991,56.2817,7.0285,7.535,2.8021,4.4257,9.6522,24.0339,11.9674
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2016-12-31,Q,,2017,1,2016,4,7,1.2282,,,0.3572,0.6613,38.5139,29.8133,29.8133,,30.8611,22.8344,23722.0,,,,0.2366,17.7636,2.8006,32.1365,13.5139,14.4144,5.4028,8.6872,4.4523,25.1911,5.0781
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2017-03-31,Q,,2017,2,2017,1,7,1.3906,,,0.3867,0.7348,38.9273,26.6504,26.6504,,27.7601,20.8504,33270.0,,,,0.1581,11.1014,2.5663,35.0703,8.2256,8.7537,3.2968,5.045,6.3231,25.7562,7.5221
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2017-06-30,Q,,2017,3,2017,2,7,1.3883,,,0.4043,0.8181,38.513,23.7139,23.7139,,24.9031,19.1971,39356.0,,,,0.1316,8.8748,2.0064,44.8573,6.5826,7.0117,2.5254,3.9215,7.52,25.6152,9.1606
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2017-09-30,Q,,2017,4,2017,3,7,1.2761,,,0.4203,0.863,37.9068,24.9529,24.9529,,26.4687,20.377,51147.0,,,,0.1401,6.7246,1.4739,61.0618,7.9927,8.501,2.8546,4.633,9.7391,26.1494,12.11
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,,,,0.7602,3.673,,,,,24.1109,16.9047,8579.0,,,,0.1881,,,,26.0668,26.0668,3.1949,6.2516,7.2458,16.1461,8.25
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,,,,0.7574,3.5417,,,,,21.6165,14.8544,6029.0,,,,0.1949,,,,23.7319,23.7319,2.9267,5.7566,5.284,17.0914,6.2068
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,,,,0.7394,3.313,,,,,25.414,17.1145,7541.0,,,,0.2024,,,,27.4877,27.4877,3.4941,7.1619,6.9247,18.3233,7.8485
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,,,,0.7371,3.1494,,,,,27.971,18.1651,9795.0,,,,0.202,,,,28.4671,28.4671,3.6989,7.4846,9.3197,20.2082,10.4567
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,,,,0.6992,2.7147,,,,,25.7477,16.4223,9270.0,,,,0.1913,,,,24.9746,24.9746,3.2032,7.5116,9.2423,21.3344,10.5793
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,,,,0.6962,2.7015,,,,,26.9033,17.5622,6849.0,,,,0.1894,,,,26.3792,26.3792,3.4035,8.0129,7.3251,22.6781,8.7957
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,,,,0.7765,3.9686,,,,,24.9784,16.9743,282.0,,,,0.0482,,,,6.7326,6.7326,0.8175,1.5049,0.2354,14.5441,0.4482
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,,,,0.7713,3.8632,,,,,24.308,18.3308,3418.0,,,,0.0491,,,,7.1134,7.1134,0.8762,1.6269,2.8555,15.2599,3.3216
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,,,,0.7734,3.8934,,,,,23.3679,16.6621,5489.0,,,,0.0492,,,,6.8232,6.8232,0.8306,1.5463,4.6478,15.4833,5.3971
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,,,,0.7602,3.673,,,,,23.8375,15.6689,8579.0,,,,0.0478,,,,6.3425,6.3425,0.7774,1.5211,7.2458,16.1461,8.25
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,,,,0.7406,3.2818,,,,,24.7108,17.3101,3166.0,,,,0.0473,,,,6.3093,6.3093,0.8275,1.6365,2.7153,17.0729,2.9434
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,,,,0.7439,3.3224,,,,,25.04,17.6573,6246.0,,,,0.0507,,,,6.9497,6.9497,0.9039,1.7801,5.4219,16.9157,5.8524
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,,,,0.7429,3.3244,,,,,25.3285,16.9308,9849.0,,,,0.0483,,,,6.4175,6.4175,0.8177,1.6502,8.7005,17.3601,9.3763
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,,,,0.7574,3.5417,,,,,11.9393,7.9167,6029.0,,,,0.0508,,,,3.3729,3.3729,0.416,0.8181,5.284,17.0914,6.2068
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,,,,0.745,3.3156,,,,,25.5727,16.9993,7343.0,,,,0.0476,,,,6.6356,6.6356,0.816,1.6919,6.6392,17.5683,6.8237
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,,,,0.7346,3.1397,,,,,25.8186,18.0148,9754.0,,,,0.0509,,,,7.3815,7.3815,0.9247,1.9593,8.8915,17.559,9.3245
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,,,,0.7322,3.1153,,,,,25.425,17.1784,7568.0,,,,0.0525,,,,7.1087,7.1087,0.91,1.904,7.0009,17.9421,7.5883
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,,,,0.7394,3.313,,,,,24.8619,16.2858,7541.0,,,,0.0519,,,,6.7091,6.7091,0.8528,1.7481,6.9247,18.3233,7.8485
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,,,,0.7303,3.0414,,,,,28.7201,18.6264,3059.0,,,,0.0507,,,,7.1682,7.1682,0.9452,1.9333,2.8669,18.864,3.0787
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,,,,0.7307,3.0668,,,,,28.396,18.6318,4339.0,,,,0.0534,,,,7.5644,7.5644,1.0034,2.0373,4.1011,19.3241,4.6172
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,,,,0.7337,3.0982,,,,,28.7396,18.7588,7732.0,,,,0.0508,,,,7.3061,7.3061,0.96,1.9453,7.3849,19.5324,8.2006
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,,,,0.7371,3.1494,,,,,26.1796,16.7549,9795.0,,,,0.0534,,,,6.9995,6.9995,0.9095,1.8403,9.3197,20.2082,10.4567
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,,,,0.7148,2.7685,,,,,30.757,20.1062,1870.0,,,,0.0487,,,,6.9858,6.9858,0.9859,1.9924,1.828,21.4862,2.0782
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,,,,0.7067,2.7622,,,,,28.5276,18.447,3698.0,,,,0.0497,,,,6.7306,6.7306,0.9373,1.9739,3.6505,21.8413,4.1807
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,,,,0.6952,2.5712,,,,,25.2871,16.1013,6945.0,,,,0.0497,,,,5.9339,5.9339,0.8209,1.8089,6.9659,21.6599,7.8475
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,,,,0.6992,2.7147,,,,,18.5957,11.1651,9270.0,,,,0.0485,,,,4.3487,4.3487,0.5577,1.3079,9.2423,21.3344,10.5793
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,,,,0.6954,2.5531,,,,,28.5341,18.2127,2227.0,,,,0.0482,,,,6.8799,6.8799,0.8979,2.0959,2.3126,21.795,2.6262
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,,,,0.7098,2.6938,,,,,38.806,25.4632,2551.0,,,,0.0487,,,,9.7287,9.7287,1.2622,2.8237,2.7109,22.3914,3.4006
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,,,,0.6811,2.3986,,,,,23.8652,15.2957,3976.0,,,,0.0474,,,,5.4337,5.4337,0.7446,1.7326,4.3077,22.9193,5.364
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,,,,0.6962,2.7015,,,,,15.6956,10.8152,6849.0,,,,0.0466,,,,4.0242,4.0242,0.5192,1.2224,7.3251,22.6781,8.7957
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,,,,0.7116,2.7682,,,,,24.836,16.4844,883.0,,,,0.0453,,,,5.9088,5.9088,0.7665,1.7043,0.9779,23.3911,1.2846
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,,,,0.7104,2.7331,,,,,25.2363,16.9623,3746.0,,,,0.0462,,,,6.3282,6.3282,0.8024,1.8326,4.1948,23.9266,4.7973
AXP,AXP,AMER EXPRESS CO,American Express Company,NYSE,USD,2017-09-30,Q,,2017,3,2017,3,7,,,,0.6981,2.5364,,,,,23.8294,17.2688,7769.0,,,,0.0455,,,,6.4311,6.4311,0.8044,1.9414,8.8184,24.2078,9.7401
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,1.2068,,,0.7352,3.4288,18.9074,8.4717,8.6884,11.1253,7.8461,5.8325,2404.0,,,,0.8593,1.7289,10.9643,33.29,111.1696,-91.5544,5.0146,29.4364,3.2028,4.8449,5.3597
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,1.274,,,0.6006,1.7444,16.0861,7.6991,7.8325,10.0492,7.234,4.7737,5902.0,,,,0.919,1.816,13.6802,26.681,65.4098,-179.1189,4.3905,26.1245,7.7505,7.897,9.8595
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,1.2639,,,0.3499,0.6425,15.504,7.5754,7.6619,9.7907,7.1944,5.285,6132.0,,,,0.9348,1.7057,12.5723,29.0321,30.5795,66.4445,4.9491,19.8795,7.9885,20.0656,10.6553
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,1.405,,,0.4808,1.0319,15.512,8.2336,8.3096,10.4096,7.8634,5.9937,6656.0,,,,0.9768,1.6401,11.4613,31.8463,61.9568,679.0524,5.8609,32.1659,9.0349,12.4376,12.0239
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,1.3535,,,0.5771,1.5576,14.6597,7.7439,7.8105,9.7176,7.4443,5.3811,6955.0,,,,1.0181,1.7357,10.7691,33.8933,80.9129,-373.4488,5.4826,34.217,10.0072,9.5961,13.4719
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.2464,,,0.916,11.3478,14.6345,6.1689,6.2313,8.2509,5.8876,5.1728,7924.0,,,,1.0508,1.8688,10.2129,35.7393,558.1528,-70.0587,5.4391,46.8645,12.3273,1.421,16.3332
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,1.1631,,,0.728,2.9171,19.4098,6.7069,6.9282,,5.9222,3.9302,-1356.0,,,,0.2168,0.4465,2.3712,37.9557,14.6743,-15.1938,0.8551,3.9919,-1.8104,5.4299,-1.2724
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,1.1869,,,0.6815,2.4104,20.3832,9.2728,9.4481,,8.6139,5.6882,-100.0,,,,0.2294,0.4527,2.576,34.938,19.5274,-28.8426,1.3062,6.2186,-0.1329,6.5139,0.8544
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,1.2329,,,0.64,2.0426,19.1911,9.6689,9.8494,,9.2627,6.1939,4.0,,,,0.239,0.4698,2.69,33.4574,18.0498,-55.4486,1.4751,6.4972,0.0053,8.1588,1.4485
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,1.2068,,,0.7352,3.4288,17.0187,8.0542,8.3355,,7.3792,7.0775,2404.0,,,,0.2445,0.5033,3.1193,28.8525,38.4424,-31.6594,1.7341,10.1791,3.2028,4.8449,5.3597
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,1.2137,,,0.6326,2.2703,17.2419,8.0741,8.2443,,7.5479,4.7464,417.0,,,,0.2417,0.49,2.8309,31.7923,18.0469,-32.7311,1.152,6.6298,0.5506,6.8383,1.1052
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,1.2157,,,0.5972,1.9011,16.4159,7.7081,7.833,,7.2282,4.8288,981.0,,,,0.2452,0.4773,3.207,28.064,16.4121,-47.3324,1.1851,6.6111,1.2915,7.8419,2.2973
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,1.255,,,0.5399,1.4561,16.1735,7.7919,7.9268,,7.3271,5.1429,2162.0,,,,0.2392,0.4556,3.4766,25.8872,13.46,-494.7369,1.236,6.1931,2.8343,10.192,4.3799
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,1.274,,,0.6006,1.7444,14.7072,7.2819,7.3895,,6.8828,4.4166,5902.0,,,,0.2509,0.5039,3.7344,24.1001,16.3902,-44.883,1.1002,6.5462,7.7505,7.897,9.8595
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,1.3027,,,0.5219,1.2131,16.7046,8.0877,8.1882,,7.6113,5.8381,36.0,,,,0.2089,0.3857,2.7739,32.4454,14.6296,-196.0993,1.2228,6.9938,0.047,9.9694,0.6835
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,1.3059,,,0.5326,1.255,15.5077,7.8661,7.9487,,7.4857,4.9828,3059.0,,,,0.2369,0.4581,3.2434,27.7488,14.2427,-257.5829,1.1804,6.6577,3.9732,10.1216,5.1838
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,1.2915,,,0.489,1.0583,15.6982,8.1473,8.2286,,7.8039,5.2237,5386.0,,,,0.2339,0.4524,3.1759,28.338,12.7937,109.6408,1.2258,6.5374,7.0194,12.0586,8.8609
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,1.2639,,,0.3499,0.6425,14.3662,6.3696,6.4536,,6.029,5.1797,6132.0,,,,0.2567,0.4746,3.4521,26.0711,8.2216,17.8644,1.3306,5.3448,7.9885,20.0656,10.6553
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,1.2338,,,0.3321,0.6106,15.5729,7.5348,7.6228,,7.1292,4.7056,630.0,,,,0.2235,0.3845,2.6938,33.4097,6.5947,14.6412,1.0538,4.4048,0.8372,20.0246,1.4777
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,1.2285,,,0.3395,0.6263,15.3867,8.1061,8.1833,,7.7886,7.4938,1992.0,,,,0.2377,0.4033,2.7796,32.3788,11.654,27.363,1.7825,7.697,2.6963,19.6629,3.9537
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,1.2258,,,0.3328,0.6067,15.6702,8.9094,8.985,,8.5394,5.7181,2319.0,,,,0.2567,0.4262,2.9523,30.4844,9.3052,20.7876,1.47,6.2084,3.1741,20.5046,5.2833
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,1.405,,,0.4808,1.0319,15.4201,8.2761,8.3415,,7.8879,5.9874,6656.0,,,,0.2633,0.4426,3.0898,29.1283,16.678,182.793,1.5777,8.6587,9.0349,12.4376,12.0239
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,1.2021,,,0.5258,1.1255,16.5651,9.1155,9.1878,,8.786,6.0228,-486.0,,,,0.2265,0.381,2.6779,33.6083,16.6376,1151.724,1.3664,7.889,-0.6815,11.5705,0.1234
BA,BA,BOEING CO,Boeing Company (The),NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,1.1692,,,0.5854,1.4295,13.0791,6.8574,6.9266,,6.6129,4.5227,2139.0,,,,0.2502,0.4351,3.0166,29.835,17.5995,-70.1643,1.1315,7.2974,3.0653,9.2605,4.851
